Date,OPEN,CLOSE,HIGH,LOW,MAx3,MAx2,MAx1,Ret,LN
12/31/2012,1388.25,1423.75,1425.75,1383.50,1416.43,1412.97,1383.75,1.02668,0.026331356
01/02/2013,1443.00,1456.50,1458.00,1438.25,1420.07,1414.67,1384.47,1.023,0.022742062
01/03/2013,1456.00,1454.25,1460.50,1450.00,1423.18,1416.23,1385.16,0.99846,-0.001545994
01/04/2013,1454.00,1459.75,1463.00,1451.25,1426.50,1417.93,1385.91,1.00378,0.003774884
01/07/2013,1460.25,1456.75,1460.75,1450.75,1429.25,1419.46,1386.61,0.99794,-0.002057261
01/08/2013,1456.75,1451.50,1457.00,1446.00,1431.27,1420.71,1387.26,0.9964,-0.003610423
01/09/2013,1451.50,1456.75,1459.50,1451.25,1433.59,1422.13,1387.95,1.00362,0.003610423
01/10/2013,1456.50,1470.00,1470.25,1454.75,1436.90,1424.00,1388.76,1.0091,0.009054474
01/11/2013,1469.75,1467.50,1471.50,1462.25,1439.68,1425.71,1389.55,0.9983,-0.001702128
01/14/2013,1466.75,1465.00,1471.25,1460.25,1441.98,1427.25,1390.30,0.9983,-0.00170503
01/15/2013,1465.00,1467.25,1468.25,1456.50,1444.28,1428.82,1391.06,1.00154,0.001534658
01/16/2013,1467.00,1464.50,1469.00,1460.00,1446.12,1430.22,1391.79,0.99813,-0.001876013
01/17/2013,1465.00,1476.00,1480.50,1460.50,1448.83,1432.01,1392.63,1.00785,0.007821839
01/18/2013,1475.50,1479.75,1481.00,1470.50,1451.65,1433.89,1393.50,1.00254,0.002537428
01/21/2013,1478.00,1483.50,1483.75,1478.00,1454.54,1435.83,1394.40,1.00253,0.002531006
01/22/2013,1483.00,1491.00,1491.50,1475.00,1457.86,1437.99,1395.36,1.00506,0.005042875
01/23/2013,1490.50,1485.25,1491.25,1484.50,1460.35,1439.85,1396.25,0.99614,-0.003863928
01/24/2013,1483.25,1488.25,1497.75,1482.75,1462.88,1441.75,1397.17,1.00202,0.002017825
01/25/2013,1487.75,1495.50,1499.25,1486.75,1465.85,1443.85,1398.14,1.00487,0.004859666
01/28/2013,1495.75,1495.75,1500.00,1491.25,1468.57,1445.89,1399.12,1.00017,0.000167154
01/29/2013,1495.50,1505.50,1505.75,1491.00,1471.92,1448.23,1400.17,1.00652,0.006497316
01/30/2013,1505.00,1493.75,1506.00,1493.50,1473.91,1450.01,1401.11,0.9922,-0.007835332
01/31/2013,1494.25,1496.00,1500.00,1491.25,1475.92,1451.82,1402.05,1.00151,0.001505143
02/01/2013,1496.00,1507.50,1510.50,1495.75,1478.79,1454.00,1403.10,1.00769,0.00765777
02/04/2013,1508.00,1492.50,1508.50,1490.25,1480.03,1455.51,1403.99,0.99005,-0.010000083
02/05/2013,1492.50,1507.50,1511.00,1492.25,1482.53,1457.55,1405.02,1.01005,0.010000083
02/06/2013,1507.25,1506.25,1510.25,1499.00,1484.69,1459.46,1406.03,0.99917,-0.000829531
02/07/2013,1507.25,1505.00,1511.00,1494.50,1486.53,1461.24,1407.01,0.99917,-0.00083022
02/08/2013,1505.00,1513.75,1515.00,1503.75,1489.01,1463.30,1408.07,1.00581,0.005797118
02/11/2013,1513.50,1513.00,1517.00,1509.75,1491.19,1465.25,1409.12,0.9995,-0.000495581
02/12/2013,1512.50,1517.75,1519.00,1508.50,1493.60,1467.31,1410.20,1.00314,0.00313454
02/13/2013,1517.50,1516.25,1522.00,1513.00,1495.66,1469.23,1411.25,0.99901,-0.000988794
02/14/2013,1516.25,1518.75,1520.75,1510.00,1497.76,1471.17,1412.32,1.00165,0.001647447
02/15/2013,1518.75,1517.00,1521.75,1511.25,1499.51,1472.97,1413.36,0.99885,-0.001152928
02/18/2013,1516.00,1518.25,1519.00,1515.50,1501.21,1474.74,1414.41,1.00082,0.000823655
02/19/2013,1518.00,1529.00,1529.00,1515.25,1503.74,1476.87,1415.55,1.00708,0.007055571
02/20/2013,1528.75,1507.00,1530.00,1506.50,1504.04,1478.05,1416.46,0.98561,-0.014493007
02/21/2013,1507.75,1502.00,1509.75,1495.00,1503.85,1478.99,1417.31,0.99668,-0.003323366
02/22/2013,1502.25,1514.00,1515.00,1502.00,1504.77,1480.37,1418.27,1.00799,0.007957602
02/25/2013,1515.50,1484.75,1524.50,1481.75,1502.95,1480.54,1418.93,0.98068,-0.019508747
02/26/2013,1485.50,1493.50,1497.75,1482.75,1502.09,1481.05,1419.67,1.00589,0.005875951
02/27/2013,1493.25,1516.50,1519.25,1490.00,1503.40,1482.44,1420.64,1.0154,0.015282689
02/28/2013,1516.25,1512.25,1524.50,1508.75,1421.55,1483.61,1504.21,0.9972,-0.00280644
03/01/2013,1512.50,1516.75,1519.00,1499.50,1422.50,1484.91,1505.35,1.00298,0.00297128
03/04/2013,1514.75,1527.50,1527.50,1507.00,1423.54,1486.58,1507.36,1.00709,0.007062524
03/05/2013,1526.75,1539.25,1542.75,1524.50,1424.69,1488.64,1510.26,1.00769,0.007662873
03/06/2013,1539.00,1539.75,1544.75,1537.00,1425.84,1490.65,1512.94,1.00032,0.000324781
03/07/2013,1539.75,1544.00,1545.50,1537.50,1427.01,1492.74,1515.77,1.00276,0.002756386
03/08/2013,1542.75,1550.25,1553.50,1540.25,1428.24,1494.99,1518.90,1.00405,0.004039757
03/11/2013,1547.25,1556.50,1557.25,1545.50,1429.52,1497.41,1522.32,1.00403,0.004023503
03/12/2013,1556.75,1553.25,1557.00,1547.50,1430.75,1499.60,1525.13,0.99791,-0.002090201
03/13/2013,1553.00,1557.00,1557.00,1548.00,1432.00,1501.85,1528.03,1.00241,0.002411383
03/14/2013,1556.50,1561.25,1563.50,1555.00,1433.29,1504.18,1531.05,1.00273,0.00272589
03/15/2013,1561.25,1561.25,1565.00,1559.75,1434.56,1506.41,1533.79,1,0
03/18/2013,1544.00,1547.75,1552.50,1529.50,1435.69,1508.04,1535.06,0.99135,-0.008684519
03/19/2013,1547.25,1539.50,1551.25,1531.75,1436.72,1509.27,1535.47,0.99467,-0.005344575
03/20/2013,1539.25,1550.50,1555.75,1536.50,1437.85,1510.89,1536.83,1.00715,0.007119771
03/21/2013,1549.50,1539.00,1550.75,1536.50,1438.86,1511.99,1537.03,0.99258,-0.007444605
03/22/2013,1538.50,1553.75,1554.00,1535.00,1440.00,1513.63,1538.55,1.00958,0.009538509
03/25/2013,1550.00,1548.50,1560.50,1539.00,1441.08,1514.99,1539.45,0.99662,-0.003384643
03/26/2013,1548.25,1558.25,1558.75,1546.75,1442.25,1516.69,1541.16,1.0063,0.006276676
03/27/2013,1558.25,1556.75,1560.50,1545.75,1443.39,1518.26,1542.58,0.99904,-0.000963082
03/28/2013,1556.75,1563.75,1564.50,1549.75,1444.59,1520.04,1544.50,1.0045,0.004486468
04/01/2013,1563.00,1556.50,1565.00,1552.50,1445.70,1521.47,1545.59,0.99536,-0.004647072
04/02/2013,1556.25,1566.00,1568.00,1554.25,1446.90,1523.22,1547.45,1.0061,0.006084887
04/03/2013,1566.00,1549.00,1567.75,1544.00,1447.91,1524.23,1547.59,0.98914,-0.010915036
04/04/2013,1548.50,1554.50,1557.50,1546.00,1448.97,1525.42,1548.22,1.00355,0.003544389
04/05/2013,1554.75,1547.00,1555.25,1533.25,1449.95,1526.26,1548.11,0.99518,-0.004836379
04/08/2013,1545.50,1561.00,1562.75,1543.00,1451.05,1527.63,1549.28,1.00905,0.00900907
04/09/2013,1560.75,1563.50,1569.00,1555.50,1452.17,1529.03,1550.57,1.0016,0.001600256
04/10/2013,1563.75,1584.00,1584.50,1561.00,1453.48,1531.19,1553.61,1.01311,0.013026395
04/11/2013,1583.50,1588.50,1593.00,1580.75,1454.83,1533.44,1556.78,1.00284,0.002836881
04/12/2013,1588.25,1582.00,1589.75,1575.00,1456.09,1535.34,1559.08,0.99591,-0.004100305
04/15/2013,1582.25,1542.75,1583.00,1538.75,1456.96,1535.63,1557.59,0.97519,-0.025123331
04/16/2013,1542.50,1569.75,1570.75,1542.25,1458.08,1536.97,1558.70,1.0175,0.017349833
04/17/2013,1569.25,1544.75,1569.50,1538.00,1458.94,1537.27,1557.43,0.98407,-0.016054286
04/18/2013,1544.50,1537.25,1553.50,1530.75,1459.72,1537.27,1555.59,0.99514,-0.004866979
04/19/2013,1537.00,1548.50,1550.75,1535.25,1460.60,1537.71,1554.95,1.00732,0.007291615
04/22/2013,1548.50,1557.75,1561.00,1542.75,1461.57,1538.50,1555.20,1.00597,0.005955752
04/23/2013,1557.25,1575.50,1577.00,1548.75,1462.70,1539.95,1557.05,1.01139,0.01133021
04/24/2013,1573.50,1573.75,1579.00,1570.75,1463.81,1541.28,1558.57,0.99889,-0.001111376
04/25/2013,1573.00,1581.25,1588.25,1570.75,1464.98,1542.84,1560.63,1.00477,0.004754367
04/26/2013,1581.50,1576.75,1582.50,1572.50,1466.09,1544.17,1562.10,0.99715,-0.002849907
04/29/2013,1576.25,1589.00,1592.25,1573.75,1467.31,1545.93,1564.54,1.00777,0.007739121
04/30/2013,1588.50,1594.00,1594.25,1581.25,1468.57,1547.82,1567.22,1.00315,0.003141693
05/01/2013,1593.75,1578.75,1595.50,1576.00,1469.67,1549.03,1568.27,0.99043,-0.009613186
05/02/2013,1579.25,1592.50,1594.25,1578.75,1470.89,1550.73,1570.47,1.00871,0.008671714
05/03/2013,1592.25,1609.00,1614.25,1589.50,1472.26,1553.02,1573.97,1.01036,0.01030776
05/06/2013,1608.25,1612.75,1615.25,1607.25,1473.66,1555.36,1577.50,1.00233,0.002327928
05/07/2013,1612.50,1621.25,1621.75,1609.25,1475.13,1557.95,1581.48,1.00527,0.00525666
05/08/2013,1620.75,1628.50,1629.50,1617.00,1476.66,1560.71,1585.75,1.00447,0.004461889
05/09/2013,1628.25,1626.25,1632.25,1620.00,1478.15,1563.28,1589.43,0.99862,-0.001382595
05/10/2013,1626.00,1629.25,1631.00,1620.25,1479.65,1565.87,1593.05,1.00184,0.001843035
05/13/2013,1625.50,1631.25,1633.25,1621.50,1481.16,1568.43,1596.52,1.00123,0.001226806
05/14/2013,1630.75,1648.50,1648.75,1626.50,1482.82,1571.57,1601.25,1.01057,0.010519191
05/15/2013,1647.50,1655.25,1659.75,1642.75,1484.54,1574.85,1606.16,1.00409,0.004086271
05/16/2013,1655.25,1649.25,1658.75,1646.00,1486.18,1577.77,1610.08,0.99638,-0.003631416
05/17/2013,1649.50,1664.75,1665.75,1648.25,1487.95,1581.18,1615.05,1.0094,0.009354323
05/20/2013,1662.50,1664.00,1670.75,1659.75,1489.71,1584.43,1619.50,0.99955,-0.00045062
05/21/2013,1663.50,1665.75,1673.25,1660.00,1491.46,1587.62,1623.70,1.00105,0.00105113
05/22/2013,1665.75,1657.50,1685.75,1646.50,1493.11,1590.36,1626.77,0.99505,-0.004965029
05/23/2013,1657.50,1650.75,1659.00,1632.75,1494.68,1592.73,1628.95,0.99593,-0.004080713
05/24/2013,1651.25,1650.00,1655.25,1634.50,1496.22,1594.97,1630.87,0.99955,-0.000454442
05/27/2013,1650.00,1652.50,1655.50,1644.25,1497.78,1597.23,1632.83,1.00152,0.001514005
05/28/2013,1652.25,1655.75,1672.75,1651.25,1499.35,1599.53,1634.92,1.00197,0.001964786
05/29/2013,1654.25,1646.75,1656.75,1638.00,1500.82,1601.38,1635.99,0.99456,-0.00545043
05/30/2013,1646.50,1653.75,1660.75,1641.00,1502.34,1603.43,1637.61,1.00425,0.004241788
05/31/2013,1653.75,1627.50,1658.00,1626.25,1503.58,1604.37,1636.69,0.98413,-0.016000341
06/03/2013,1629.50,1635.75,1639.00,1620.75,1504.90,1605.61,1636.60,1.00507,0.00505632
06/04/2013,1635.75,1630.00,1645.75,1621.50,1506.14,1606.56,1636.00,0.99648,-0.0035214
06/05/2013,1629.25,1608.25,1632.25,1605.50,1507.16,1606.63,1633.48,0.98666,-0.013433384
06/06/2013,1608.50,1622.25,1624.25,1596.50,1508.31,1607.24,1632.46,1.00871,0.008667443
06/07/2013,1622.00,1639.00,1644.00,1618.00,1509.61,1608.49,1633.05,1.01033,0.010272225
06/10/2013,1636.50,1642.00,1648.50,1634.50,1510.92,1609.80,1633.87,1.00183,0.001828711
06/11/2013,1642.00,1627.75,1642.50,1621.50,1512.09,1610.50,1633.31,0.99132,-0.008716318
06/12/2013,1627.50,1609.75,1638.25,1609.50,1513.06,1610.47,1631.17,0.98894,-0.011119806
06/13/2013,1610.75,1637.50,1639.50,1597.50,1514.30,1611.53,1631.74,1.01724,0.017091801
06/14/2013,1637.75,1623.50,1640.75,1623.25,1515.38,1612.00,1630.99,0.99145,-0.008586376
06/17/2013,1624.50,1641.25,1646.75,1624.00,1516.63,1613.15,1631.93,1.01093,0.010873834
06/18/2013,1640.75,1653.00,1654.50,1638.00,1517.99,1614.71,1633.84,1.00716,0.007133672
06/19/2013,1652.50,1626.75,1655.00,1626.25,1519.07,1615.19,1633.20,0.98412,-0.016007659
06/20/2013,1627.25,1590.50,1628.75,1583.75,1519.78,1614.22,1629.32,0.97772,-0.022535727
06/21/2013,1590.50,1600.75,1604.25,1589.50,1520.59,1613.69,1626.72,1.00644,0.006423837
06/24/2013,1583.75,1566.00,1586.25,1553.25,1521.04,1611.82,1621.20,0.97829,-0.021947672
06/25/2013,1566.50,1580.50,1587.75,1558.25,1521.63,1610.59,1617.50,1.00926,0.009216655
06/26/2013,1580.25,1597.00,1601.25,1573.00,1522.38,1610.06,1615.64,1.01044,0.010385617
06/27/2013,1596.75,1606.50,1614.25,1594.75,1523.22,1609.92,1614.81,1.00595,0.00593103
06/28/2013,1606.25,1596.25,1614.50,1594.25,1523.95,1609.38,1613.12,0.99362,-0.006400771
07/01/2013,1600.25,1606.50,1620.50,1593.25,1524.77,1609.27,1612.52,1.00642,0.006400771
07/02/2013,1606.75,1607.25,1618.50,1600.25,1525.59,1609.19,1612.04,1.00047,0.000466744
07/03/2013,1607.00,1610.00,1613.00,1594.00,1526.43,1609.22,1611.85,1.00171,0.001709535
07/04/2013,1609.00,1623.75,1624.50,1608.50,1527.40,1609.79,1612.93,1.00854,0.00850411
07/05/2013,1623.75,1629.25,1630.75,1608.25,1528.41,1610.55,1614.42,1.00339,0.003381497
07/08/2013,1628.50,1637.00,1639.50,1626.00,1529.49,1611.59,1616.47,1.00476,0.004745512
07/09/2013,1636.75,1647.00,1649.00,1635.75,1530.66,1612.98,1619.25,1.00611,0.006090153
07/10/2013,1647.00,1656.00,1658.75,1641.25,1531.91,1614.67,1622.59,1.00546,0.005449605
07/11/2013,1658.25,1669.50,1671.75,1657.50,1533.28,1616.82,1626.85,1.00815,0.008119124
07/12/2013,1669.00,1670.00,1674.25,1666.25,1534.64,1618.90,1630.77,1.0003,0.000299446
07/15/2013,1670.00,1677.50,1679.50,1669.75,1536.06,1621.20,1635.02,1.00449,0.004480963
07/16/2013,1677.75,1671.50,1679.50,1666.50,1537.41,1623.17,1638.34,0.99642,-0.003583163
07/17/2013,1671.75,1676.50,1680.50,1665.75,1538.79,1625.26,1641.81,1.00299,0.00298686
07/18/2013,1676.75,1680.00,1688.50,1671.75,1540.20,1627.41,1645.28,1.00209,0.002085506
07/19/2013,1680.00,1689.75,1690.50,1675.25,1541.68,1629.86,1649.32,1.0058,0.005786796
07/22/2013,1690.00,1690.50,1694.25,1685.50,1543.16,1632.23,1653.07,1.00044,0.000443754
07/23/2013,1690.50,1689.75,1695.50,1686.00,1544.62,1634.49,1656.40,0.99956,-0.000443754
07/24/2013,1689.50,1684.00,1695.25,1677.25,1546.01,1636.43,1658.91,0.9966,-0.003408673
07/25/2013,1684.00,1686.25,1686.50,1671.75,1547.41,1638.39,1661.40,1.00134,0.001335213
07/26/2013,1685.75,1687.00,1689.00,1670.50,1548.79,1640.29,1663.72,1.00044,0.000444675
07/29/2013,1686.50,1682.50,1688.00,1676.50,1550.12,1641.95,1665.43,0.99733,-0.002671021
07/30/2013,1682.25,1684.25,1688.50,1677.25,1551.46,1643.61,1667.14,1.00104,0.001039578
07/31/2013,1684.00,1685.25,1694.00,1680.25,1552.79,1645.24,1668.79,1.00059,0.00059356
08/01/2013,1685.50,1702.50,1703.75,1684.50,1554.28,1647.48,1671.85,1.01024,0.010183838
08/02/2013,1702.25,1703.25,1705.00,1695.75,1555.76,1649.67,1674.71,1.00044,0.000440432
08/05/2013,1702.75,1701.75,1705.00,1698.75,1557.22,1651.71,1677.16,0.99912,-0.000881057
08/06/2013,1701.25,1692.50,1703.50,1688.75,1558.56,1653.31,1678.56,0.99456,-0.005450408
08/07/2013,1692.75,1688.75,1693.50,1680.50,1559.86,1654.70,1679.49,0.99778,-0.002218116
08/08/2013,1688.75,1694.50,1697.00,1684.50,1561.20,1656.26,1680.85,1.0034,0.003399102
08/09/2013,1694.00,1685.00,1696.25,1682.50,1562.43,1657.39,1681.23,0.99439,-0.005622148
08/12/2013,1685.00,1688.25,1688.50,1675.25,1563.68,1658.60,1681.87,1.00193,0.001926926
08/13/2013,1688.00,1690.75,1694.50,1679.25,1564.94,1659.86,1682.67,1.00148,0.001479728
08/14/2013,1691.50,1681.00,1693.25,1681.00,1566.10,1660.69,1682.52,0.99423,-0.005783363
08/15/2013,1680.50,1654.50,1682.00,1654.25,1566.98,1660.45,1679.97,0.98424,-0.015890006
08/16/2013,1654.75,1650.25,1662.00,1649.50,1567.81,1660.05,1677.27,0.99743,-0.002572057
08/19/2013,1651.00,1643.75,1657.00,1642.25,1568.56,1659.41,1674.22,0.99606,-0.003946575
08/20/2013,1644.25,1651.00,1656.75,1641.00,1569.38,1659.08,1672.11,1.00441,0.004400948
08/21/2013,1651.00,1634.75,1654.75,1634.00,1570.03,1658.12,1668.72,0.99016,-0.009891277
08/22/2013,1635.00,1655.50,1657.75,1631.50,1570.88,1658.02,1667.52,1.01269,0.012613191
08/23/2013,1655.50,1661.25,1662.75,1650.50,1571.78,1658.15,1666.95,1.00347,0.003467253
08/26/2013,1660.75,1654.75,1667.50,1653.25,1572.61,1658.02,1665.84,0.99609,-0.003920391
08/27/2013,1654.50,1628.00,1655.50,1626.25,1573.16,1656.84,1662.40,0.98383,-0.016297672
08/28/2013,1628.25,1630.50,1639.25,1624.75,1573.73,1655.81,1659.50,1.00154,0.001534449
08/29/2013,1630.50,1638.25,1644.75,1627.75,1574.37,1655.12,1657.57,1.00475,0.004741883
08/30/2013,1639.00,1632.25,1645.00,1625.50,1574.95,1654.22,1655.26,0.99634,-0.003669168
09/02/2013,1640.25,1647.50,1648.50,1639.00,1575.67,1653.96,1654.56,1.00934,0.009299556
09/03/2013,1647.50,1637.75,1650.00,1630.75,1576.29,1653.32,1653.03,0.99408,-0.005935639
09/04/2013,1638.00,1655.00,1655.25,1635.00,1577.07,1653.39,1653.21,1.01053,0.01047766
09/05/2013,1654.75,1652.00,1658.25,1650.50,1577.82,1653.33,1653.10,0.99819,-0.001814334
09/06/2013,1652.00,1654.00,1664.00,1638.75,1578.58,1653.36,1653.18,1.00121,0.001209922
09/09/2013,1652.00,1671.00,1671.75,1652.00,1579.49,1654.05,1654.80,1.01028,0.010225653
09/10/2013,1671.00,1682.75,1683.25,1669.00,1580.52,1655.18,1657.34,1.00703,0.00700711
09/11/2013,1682.25,1690.25,1690.50,1677.75,1581.61,1656.55,1660.33,1.00446,0.004447087
09/12/2013,1689.75,1685.50,1690.00,1681.25,1582.65,1657.69,1662.62,0.99719,-0.002814191
09/13/2013,1684.75,1689.50,1690.50,1680.50,1583.71,1658.93,1665.07,1.00237,0.002370371
09/16/2013,1698.50,1696.00,1710.50,1694.75,1584.83,1660.39,1667.88,1.00385,0.00383991
09/17/2013,1696.25,1705.75,1706.75,1694.75,1586.03,1662.17,1671.32,1.00575,0.005732359
09/18/2013,1706.00,1725.75,1729.75,1700.00,1587.42,1664.66,1676.27,1.01173,0.011656842
09/19/2013,1725.00,1723.75,1733.25,1720.50,1588.78,1666.98,1680.58,0.99884,-0.001159588
09/20/2013,1724.00,1726.75,1727.25,1721.25,1590.15,1669.32,1684.78,1.00174,0.001738879
09/23/2013,1706.50,1693.00,1707.50,1689.50,1591.17,1670.25,1685.53,0.98045,-0.019738926
09/24/2013,1693.25,1692.25,1701.00,1687.50,1592.18,1671.11,1686.14,0.99956,-0.000443099
09/25/2013,1692.25,1686.25,1695.00,1684.50,1593.12,1671.71,1686.15,0.99645,-0.003551876
09/26/2013,1686.50,1694.25,1697.50,1685.75,1594.12,1672.59,1686.89,1.00474,0.004733036
09/27/2013,1694.50,1685.25,1695.50,1680.00,1595.03,1673.09,1686.74,0.99469,-0.005326244
09/30/2013,1675.00,1678.75,1681.00,1666.75,1595.86,1673.31,1686.01,0.99614,-0.003864452
10/01/2013,1678.50,1691.75,1692.25,1675.25,1596.82,1674.03,1686.53,1.00774,0.007714027
10/02/2013,1691.50,1682.75,1691.75,1673.25,1597.67,1674.37,1686.19,0.99468,-0.005334136
10/03/2013,1683.00,1667.50,1684.75,1663.25,1598.37,1674.10,1684.49,0.99094,-0.009103861
10/04/2013,1668.00,1682.00,1686.00,1667.50,1599.20,1674.41,1684.26,1.0087,0.008658063
10/07/2013,1676.75,1667.50,1679.50,1666.50,1599.88,1674.14,1682.74,0.99138,-0.008658063
10/08/2013,1667.00,1646.25,1671.50,1646.00,1600.34,1673.05,1679.42,0.98726,-0.012825525
10/09/2013,1648.00,1648.00,1658.25,1640.00,1600.81,1672.07,1676.57,1.00106,0.001062457
10/10/2013,1648.50,1683.00,1687.75,1648.00,1601.63,1672.50,1677.15,1.02124,0.021015484
10/11/2013,1683.00,1700.00,1700.25,1673.00,1602.61,1673.57,1679.23,1.0101,0.010050336
10/14/2013,1684.00,1706.25,1706.75,1680.75,1603.64,1674.86,1681.68,1.00368,0.003669729
10/15/2013,1706.25,1694.75,1709.75,1689.50,1604.55,1675.64,1682.87,0.99326,-0.006762743
10/16/2013,1694.25,1712.75,1717.00,1691.25,1605.62,1677.09,1685.59,1.01062,0.010565029
10/17/2013,1712.00,1728.25,1728.75,1706.25,1606.84,1679.10,1689.47,1.00905,0.00900907
10/18/2013,1727.50,1737.00,1740.25,1727.00,1608.14,1681.37,1693.79,1.00506,0.005050151
10/21/2013,1738.00,1737.75,1742.50,1734.75,1609.43,1683.58,1697.78,1.00043,0.000431686
10/22/2013,1737.75,1749.75,1754.50,1736.00,1610.83,1686.17,1702.51,1.00691,0.006881748
10/23/2013,1749.50,1742.50,1749.50,1734.50,1612.14,1688.38,1706.14,0.99586,-0.004152057
10/24/2013,1742.75,1748.75,1751.75,1740.00,1613.50,1690.75,1710.02,1.00359,0.003580383
10/25/2013,1748.00,1753.75,1755.75,1742.75,1614.89,1693.22,1713.99,1.00286,0.002855105
10/28/2013,1753.75,1757.50,1762.25,1751.50,1616.31,1695.74,1717.95,1.00214,0.002135992
10/29/2013,1759.00,1768.50,1768.75,1754.50,1617.82,1698.59,1722.54,1.00626,0.006239385
10/30/2013,1768.25,1759.00,1773.25,1751.75,1619.23,1700.96,1725.86,0.99463,-0.005386264
10/31/2013,1757.75,1755.25,1764.00,1750.25,1620.58,1703.09,1728.53,0.99787,-0.002134169
11/01/2013,1755.50,1754.75,1761.25,1747.00,1621.92,1705.12,1730.91,0.99972,-0.0002849
11/04/2013,1754.00,1763.00,1764.00,1753.25,1623.32,1707.39,1733.83,1.0047,0.004690507
11/05/2013,1762.75,1757.00,1764.00,1750.50,1624.65,1709.33,1735.94,0.9966,-0.003409094
11/06/2013,1757.25,1764.00,1770.00,1755.75,1626.04,1711.48,1738.49,1.00398,0.003976148
11/07/2013,1763.75,1744.75,1774.50,1742.25,1627.22,1712.78,1739.06,0.98909,-0.010972679
11/08/2013,1744.75,1766.75,1768.00,1736.50,1628.61,1714.90,1741.57,1.01261,0.012530422
11/11/2013,1767.00,1767.75,1770.25,1762.75,1629.99,1716.97,1743.95,1.00057,0.000565851
11/12/2013,1767.75,1764.75,1769.75,1758.50,1631.33,1718.84,1745.84,0.9983,-0.001698514
11/13/2013,1764.75,1779.50,1782.25,1754.25,1632.81,1721.22,1748.90,1.00836,0.008323389
11/14/2013,1779.75,1787.75,1789.00,1777.25,1634.35,1723.83,1752.44,1.00464,0.00462542
11/15/2013,1787.75,1794.25,1796.00,1786.50,1635.94,1726.59,1756.24,1.00364,0.003629261
11/18/2013,1793.50,1789.50,1799.75,1784.75,1637.47,1729.06,1759.26,0.99735,-0.002650856
11/19/2013,1789.50,1785.00,1793.75,1782.00,1638.94,1731.25,1761.60,0.99749,-0.002517836
11/20/2013,1785.50,1779.75,1794.25,1774.50,1640.34,1733.16,1763.25,0.99706,-0.00294551
11/21/2013,1779.50,1793.75,1795.50,1775.75,1641.86,1735.53,1766.02,1.00787,0.007835496
11/22/2013,1793.25,1801.25,1803.25,1792.00,1643.45,1738.11,1769.23,1.00418,0.004172468
11/25/2013,1802.00,1801.50,1809.25,1798.50,1645.02,1740.60,1772.16,1.00014,0.000138783
11/26/2013,1801.25,1802.00,1807.00,1798.75,1646.58,1743.00,1774.87,1.00028,0.000277508
11/27/2013,1802.00,1804.25,1807.50,1801.25,1648.15,1745.41,1777.54,1.00125,0.001247834
11/28/2013,1804.50,1808.50,1810.00,1804.25,1649.75,1747.88,1780.36,1.00236,0.002352779
11/29/2013,1808.50,1804.25,1812.50,1802.75,1651.29,1750.09,1782.53,0.99765,-0.002352779
12/02/2013,1806.25,1799.75,1809.00,1797.00,1652.76,1752.04,1784.10,0.99751,-0.002497227
12/03/2013,1800.25,1791.50,1801.75,1786.25,1654.14,1753.59,1784.77,0.99542,-0.004594509
12/04/2013,1792.00,1792.25,1799.50,1777.75,1655.52,1755.10,1785.45,1.00042,0.000418556
12/05/2013,1792.50,1783.75,1794.25,1782.00,1656.79,1756.23,1785.29,0.99526,-0.004753924
12/06/2013,1784.50,1805.75,1806.00,1784.25,1658.28,1758.17,1787.15,1.01233,0.012258128
12/09/2013,1806.50,1809.25,1811.50,1804.75,1659.78,1760.17,1789.16,1.00194,0.001936377
12/10/2013,1809.25,1803.25,1811.50,1801.00,1661.21,1761.86,1790.44,0.99668,-0.003321802
12/11/2013,1804.25,1780.50,1808.00,1779.25,1662.39,1762.59,1789.54,0.98738,-0.012696369
12/12/2013,1780.75,1773.50,1784.00,1771.75,1663.50,1763.02,1788.08,0.99607,-0.003939229
12/13/2013,1773.50,1773.25,1783.00,1771.75,1664.59,1763.42,1786.73,0.99986,-0.000140974
12/16/2013,1774.75,1785.00,1792.50,1760.25,1665.79,1764.27,1786.58,1.00663,0.006604394
12/17/2013,1784.75,1778.00,1789.00,1776.50,1666.90,1764.80,1785.80,0.99608,-0.003929278
12/18/2013,1778.25,1810.25,1812.75,1767.25,1668.33,1766.59,1788.02,1.01814,0.01797582
12/19/2013,1810.00,1808.75,1813.00,1801.25,1669.73,1768.24,1789.90,0.99917,-0.000828958
12/20/2013,1808.75,1810.25,1813.00,1808.75,1671.13,1769.89,1791.75,1.00083,0.000828958
12/23/2013,1817.00,1823.25,1824.50,1816.75,1672.64,1771.98,1794.62,1.00718,0.007155666
12/24/2013,1822.75,1829.25,1829.50,1820.50,1674.20,1774.23,1797.77,1.00329,0.003285424
12/26/2013,1830.00,1836.50,1837.75,1829.75,1675.81,1776.67,1801.29,1.00396,0.003955539
12/27/2013,1836.50,1836.75,1840.00,1833.25,1677.41,1779.02,1804.51,1.00014,0.000136119
12/30/2013,1836.00,1835.25,1838.50,1833.50,1678.99,1781.23,1807.30,0.99918,-0.000816994
12/31/2013,1835.50,1846.25,1846.50,1834.25,1680.65,1783.78,1810.85,1.00599,0.005975843
01/02/2014,1837.75,1826.50,1840.75,1821.75,1682.10,1785.45,1812.27,0.9893,-0.010754988
01/03/2014,1827.25,1823.25,1833.00,1820.50,1683.51,1786.94,1813.27,0.99822,-0.001780944
